Adelphi,0.21068710134899746
Alphabet City,0.19451453068086969
Annadale,0.15949966509212377
Arrochar,0.4861822750241041
Astoria,0.19571815083220126
Bath Beach,0.22260476690009962
Battery Park City,0.193285251569255
Bay Ridge,0.2522439793289246
Bay Terrace,0.19122714909974362
Baychester,0.19149055018050243
Baychester Houses,0.15078884552568764
Bayside,0.1859523980608687
Bedford Park,0.16393232887535578
Bedford-Stuyvesant,0.20209885697928823
Beechhurst,0.1530744897887755
Bellaire,0.13211658271474017
Belmont,0.24029870023307015
Bensonhurst,0.2021811765545837
Bergen Beach,0.22391231529489333
Blissville,0.20246646475771235
Boerum Hill,0.1958627485724014
Boerum Hill Historic District,0.22921340008444466
Borough Park,0.21640357255999026
Breukelen Houses,0.19065059759931496
Brighton Beach,0.21524428197862067
Broad Channel,0.18307031765731666
Broadway Junction,0.20885064608097828
Bronxdale,0.22139286776663622
Brooklyn Heights,0.1969269644255099
Brooklyn Manor,0.1780857022586168
Brooklyn Navy Yard,0.2128624666129313
Brownsville,0.18857989790864774
Bushwick,0.2191837284786576
Cambria Heights,0.17595019671677273
Canarsie,0.1606661356727331
Castleton Corners,0.14374179433208356
Cedar Manor,0.18495489770999976
Cedar Manor Houses,0.18600381877984787
Charlotte Gardens,0.16598206749745947
Chelsea,0.2048279539830317
Chinatown,0.19520074300789225
City Island,0.15656903371400838
City Line,0.19128366189033694
Clinton,0.2089463783526288
Clinton Hill,0.2091558828399876
Co-Op City,0.19253086719972687
Cobble Hill,0.2063990337537214
Cobble Hill Historic District,0.20216746384788145
Colgate Center,0.2423279537895531
College Point,0.18174052484903228
Columbia Street Waterfront District,0.20362489508077666
Coney Island,0.17906761851813277
Corona,0.1895038852552648
Crown Heights,0.21259130452862846
Cypress Hills,0.19145435132592867
DUMBO,0.19685300370600936
Diamond District,0.21024064062018355
Ditmas Park,0.20355627424161474
Dongan Hills,0.17258064516129032
Douglaston,0.2260882396797338
Downtown Brooklyn,0.19265109221908364
Dyker Heights,0.20483235810996755
East Elmhurst,0.21095888692227804
East Flatbush,0.18841095070753333
East Harlem,0.1837278110947988
East New York,0.17922680319158554
East Tremont,0.20548258939642816
East Village,0.20181610678231363
Eastchester,0.6601152546825432
Eastchester Heights,0.11516234840961752
Eastchester Houses,0.18631958000966284
Eastern Parkway,0.20617984408107226
Edenwald Houses,0.15170429238421837
Elmhurst,0.18411855414727693
Fieldston,0.3574106001206958
Flatbush,0.18354483490194387
Flatiron,0.20505338992491107
Flatlands,0.1819424665099669
Flushing,0.24393877947055015
Fordham,0.20945855862521237
Fordham Hill,0.16680443314728496
Forest Hills,0.20227691377691873
Forest Hills Gardens,0.18107592515573373
Fort Greene,0.19892706527005968
Fort Hamilton,0.30995306581051446
Fresh Meadows,0.2263724205311102
Fresh Pond,0.19068877149725297
Fresh Pond Junction,0.18412994786548717
Fulton Houses,0.2012098521162582
Gerritsen,0.1798433297246377
Glen Oaks,0.24703302247524977
Glendale,0.14477040277967906
Gowanus,0.2115409171986968
Gowanus Houses,0.20381206873385135
Grant City,0.2247058823529412
Grasmere,0.18635746161600245
Gravesend,0.28946550255382436
Greenpoint,0.21481850303366756
Greenwich Village,0.20263697016293572
Grymes Hill,0.11777287581699346
Gun Hill Houses,0.18286550595804255
Haberman,0.20303492942321794
Hamilton Beach,0.17730075578283463
Hamilton Heights,0.17915551024834178
Harlem,0.18426742012158234
Heartland Village,0.2243199894125365
Hell's Kitchen,0.20210170308392808
High Bridge,0.18156147232319353
Hillside,0.17739472563034678
Holland,0.1972214626457081
Hollis,0.2962849157536942
Howard Beach,0.1942078361470859
Hunts Point,0.1940132296071392
Inwood,0.18661596246007295
Jackson Heights,0.20036397005052542
Jamaica,0.18284400835643977
Kensington,0.1951093725495981
Kew Gardens,0.19328526620045666
Kings Bridge,0.1469509631924398
Kingsbridge Heights,0.2736185737505053
Kips Bay,0.19710180288501236
Koreatown,0.2095499054994379
Lambert Houses,0.1944884921956266
Laurelton,0.1756598205889485
Lefrak City,0.1835867374744247
Lincoln Harbor,0.3127909929082921
Lincoln Towers,0.20112160505717716
Linden Hill,0.20526136358393765
Linden-Park,0.2276298701298701
Little Italy,0.19890990214409357
Little Neck,0.22513372882932509
Locust Manor,0.16831223969306083
Locust Point,0.14198717948717948
Loisaida,0.19823596949208466
Long Island City,0.19906329296392863
Lower East Side,0.19685578644848684
Malba,0.15786734989424012
Manhattanville,0.18701625707957217
Marcus Garvey Village,0.19171234182102442
Marcy Houses,0.21643721335056162
Maspeth,0.19250201666886044
Melrose,0.1487465744904574
Middle Village,0.1849248418763168
Middletown,0.17032998227935298
Midtown West,0.19953120499966173
Midwood,0.2004040470527881
Morningside Heights,0.19232973653298316
Morris Heights,0.19623414301663875
Morris Park,0.17935192570916073
Morrisania,0.18586064463595284
Mott Haven,0.19122708867439392
Murray Hill,0.2067523755790041
New Dorp,0.16302967105886815
New Dorp Beach,0.19867971780363688
New Utrecht,0.23187057524469107
NoHo,0.2018453211407199
North Beach,0.20852412999495473
Oakland Gardens,0.18386991095071686
Old Germania Heights,0.17823818470437885
Old Town Station,0.1600261967135032
Ozone Park,0.23182619807856686
Paerdegat,0.2046550092135221
Park Slope,0.21927736051854835
Park West Village,0.19531954722940512
Parkchester,0.1758452602417091
Parkside,0.18760947814070153
Parkville,0.21656798276704117
Parsons Beach,0.14406118645628432
Pelham Bay,0.20958039310473167
Pleasant Plains,0.1905116173379915
Port Morris,0.20050683599486716
Prospect Heights,0.2107509912051376
Queens Village,0.21186194349595916
Red Hook,0.20597130960079288
Rego Park,0.19127597863827475
Richmond,0.18830280830280827
Richmond Hill,0.18522486481157188
Ridgewood,0.20861760644103722
Riverdale,0.2753386103193804
Rochdale Village,0.1792855268111449
Rose Hill,0.20382082892066633
Rosedale,0.17217349287720776
Rossville,0.15030992299669785
Roy Reuther Houses,0.18401184301665235
Saint Albans,0.17441891693706574
Saint George,0.17940005589888613
San Juan Hill,0.2081231022037885
Schuylerville,0.17134371011140714
Seagate,0.1786632916909314
Sheepshead Bay,0.17443383770233484
SoHo,0.20221188390319506
South Slope,0.21092322236854902
South Street Seaport,0.18917006651757112
Southbridge Towers,0.1899782328215846
Spencer Estates,0.20003208855128363
Springfield Gardens,0.16172509402636912
Spuyten Duyvil,0.2287884469332956
Stapleton,0.2060859171254709
Steinway,0.20252359329715386
Stuyvesant Town,0.1969018086114284
Sunnyside,0.18387688466626073
Sunnyside Gardens,0.19187236836224542
Terrace Heights,0.12201230846007723
The Tides,0.14567593754970246
Throgs Neck,0.18249071844224982
Tremont,0.19041822085248786
Tribeca,0.19748598495105008
Tudor City,0.20482645991111942
Unionport,0.19975465244285928
University Heights,0.17963854449964387
University Village,0.20252376909652395
Upper East Side,0.1991955631430577
Upper West Side,0.20012162103462655
Utopia,0.19190077318270002
Van Nest,0.16888161099983762
Wakefield,0.17925651624710595
Washington Heights,0.19863898105804348
Washington Square Village,0.20369690925044348
Waterside Plaza,0.19180807321749493
West Brighton,0.20051545108623003
West Farms,0.20304916920572297
West New Brighton,0.15812133759031832
Westerleigh,0.4351368003033799
Westgate Gardens,0.18295971478929943
Whitestone,0.19493325599842254
Williams Bridge,0.71919801922192
Williamsburg,0.20966070633297418
Woodhaven,0.23571670283799281
Woodlawn,0.13569104255959633
Woodside,0.19041401574234026
Wyckoff Gardens,0.21350576716088135
Yorkville,0.1955782093297468
